"","country_name","year","country_code.x","region","income_group","HET","rd","country_number","FDI","ICT","Skills","Industry_activity","Access_to_finance","CPI","GDP","GFCF","EX"
"24","Armenia",2019,"ARM","Europe & Central Asia","Upper middle income",9.7911008905333,0.178540006279945,2,0.7411992847,0.5273178816,0.4500462711,0.3754183948,0.6723427176,1.4425360046,4828.5048886065,15.8155984319769,41.3508013620849
"25","Australia",2008,"AUS","East Asia & Pacific","High income",15.3440414424168,2.40111994743347,3,4.4375783599,0.4698760211,0.9895968437,0.5354542136,0.8480420113,4.347826087,49790.7055434925,28.2230550233939,20.1570110070534
"26","Australia",2009,"AUS","East Asia & Pacific","High income",16.6642779916193,NA,3,3.1426849335,0.3962262273,0.9791192412,0.5639821291,0.8771877885,1.7701525054,46952.0905196545,27.6057850040555,23.0136347671101
"27","Australia",2010,"AUS","East Asia & Pacific","High income",16.506959953697,2.37285995483398,3,2.8315938268,0.5957040787,0.970687151,0.5293223858,0.8620768785,2.8632592989,59089.2799565678,27.036610719032,19.7992817578298
"28","Australia",2011,"AUS","East Asia & Pacific","High income",17.9435493790703,2.23563003540039,3,3.8101775358,0.733894825,0.9660608768,0.5644881129,0.8591647148,3.3558792924,69214.4380237958,26.0232106108067,21.4374194076014
"29","Australia",2012,"AUS","East Asia & Pacific","High income",17.2803118305857,NA,3,3.7451500141,0.7736606002,0.9996703267,0.5208163857,0.8520072699,1.6863830858,69993.6862177016,27.4165164620684,21.4993440769616
"30","Australia",2013,"AUS","East Asia & Pacific","High income",18.0024569081412,2.17848992347717,3,3.6783905073,0.7844967246,1,0.5973172784,0.8443332911,2.4752475248,66774.6445996725,27.855291708808,19.9857077588126
"31","Australia",2014,"AUS","East Asia & Pacific","High income",18.9827747031452,NA,3,3.9951466638,0.7271000147,1,0.5473991632,0.8362435102,2.4879227053,62347.7859128798,26.8831982044255,21.0963738828485
"32","Australia",2015,"AUS","East Asia & Pacific","High income",19.6853148062394,1.9208300113678,3,2.3709084023,0.7193386555,1,0.5463259816,0.8373132944,1.4847984916,52276.9121721542,26.2253858640243,20.0680710032927
"33","Australia",2016,"AUS","East Asia & Pacific","High income",20.6098142642049,NA,3,3.6944657195,0.7105569839,1,0.5500170588,0.8577109575,1.2772875058,54037.3186504597,25.3519376328024,19.272258011581
"34","Australia",2017,"AUS","East Asia & Pacific","High income",18.0893930210522,1.8792599439621,3,3.2548530375,0.7503495812,1,0.509744525,0.8958420157,1.9949552855,57430.8037879349,24.0016647449324,21.231183492644
"35","Australia",2018,"AUS","East Asia & Pacific","High income",18.176920841265,NA,3,4.6829490755,0.7796658874,1,0.5156282187,0.8874869347,1.9334532374,58225.1616873622,24.3902889069186,21.8734041196439
"36","Australia",2019,"AUS","East Asia & Pacific","High income",21.3110317218086,1.82928001880646,3,2.8550869903,0.7986479402,1,0.5264102221,0.8918178678,1.5880017644,54267.0881988172,23.3269273348118,24.1515391092117
"37","Austria",2008,"AUT","Europe & Central Asia","High income",12.6603774714095,2.56944990158081,4,1.6792762004,0.7629121542,0.7767154574,0.680323422,0.7927097678,3.2282585686,51712.9494845637,23.276465624832,53.2488606164087
"38","Austria",2009,"AUT","Europe & Central Asia","High income",13.4374537141208,2.59674000740051,4,2.3162168017,0.7611029744,0.7526964545,0.7127883434,0.8237036467,0.4045450732,47962.5208000027,22.4130082617233,45.2074165608437
"39","Austria",2010,"AUT","Europe & Central Asia","High income",13.7052797272585,2.72609996795654,4,0.6571857809,0.7729524374,0.7575948834,0.69504565,0.811018765,1.6933574711,46861.2650748556,21.5967237748965,51.2621603273359
"40","Austria",2011,"AUT","Europe & Central Asia","High income",13.2553273422959,2.66867995262146,4,2.4623403929,0.7767599821,0.7341922522,0.7186806202,0.8048024774,3.5421174194,51377.6706655567,22.4717154486786,53.9486708516394
"41","Austria",2012,"AUT","Europe & Central Asia","High income",14.5446442890991,2.91472005844116,4,0.9742627747,0.7694935799,0.7678912878,0.7007469535,0.7999379039,2.5674710586,48569.7348717701,22.649292785658,53.9736761965302
"42","Austria",2013,"AUT","Europe & Central Asia","High income",15.369008411283,2.95492005348206,4,1.3303014812,0.7804437876,0.751983583,0.7608380914,0.7899770737,2.1172344431,50718.4073299111,23.0401975609289,53.4412932967224
"43","Austria",2014,"AUT","Europe & Central Asia","High income",15.4904308797159,3.08429002761841,4,1.0369203095,0.7324361205,0.7594537139,0.7439351678,0.7679103613,1.4689294072,51719.2509087231,22.6605524717731,53.3865790462424
"44","Austria",2015,"AUT","Europe & Central Asia","High income",15.0326440334697,3.04969000816345,4,0.3898086275,0.7050328851,0.7427090406,0.7547066212,0.7451104522,0.8072076257,44179.4684491271,22.6967074577069,53.0890605587958
"45","Austria",2016,"AUT","Europe & Central Asia","High income",14.4530595992607,3.11654996871948,4,-2.1509051717,0.695525229,0.7368454337,0.7485389113,0.7455843687,0.9719204688,45277.7694674115,23.0962874287331,52.4063936498056
"46","Austria",2017,"AUT","Europe & Central Asia","High income",12.8819108712796,3.05656003952026,4,3.5836219163,0.8333813548,0.6517279148,0.71372962,0.7648610473,2.2307711116,47429.5358412186,23.6285407586874,54.0511531414978
"47","Austria",2018,"AUT","Europe & Central Asia","High income",11.6455714109405,3.09057998657227,4,1.1841270351,0.8184488416,0.6754998565,0.7189267278,0.7632577419,2.1199075181,51466.6031367299,24.0951292623908,55.4622191178234
"48","Austria",2019,"AUT","Europe & Central Asia","High income",11.4767866161765,3.12971997261047,4,0.6819239171,0.8271352649,0.6744140387,0.7205474377,0.77142483,1.4919313915,50070.2905763494,24.9132826248458,55.7572063557543
"49","Azerbaijan",2008,"AZE","Europe & Central Asia","Upper middle income",1.14999300631848,0.165539994835854,5,0.0288426195,0.1581034958,0.5045272708,0.2294372618,0.4161061645,20.7827100026,5428.1076633828,18.5787748024277,65.7761378471842
"50","Azerbaijan",2009,"AZE","Europe & Central Asia","Upper middle income",1.01646066894248,0.249760001897812,5,1.0685916902,0.1375103891,0.4830074608,0.1816900969,0.4211808741,1.3497375328,4856.8218809625,18.8194317655155,51.6357456848728
"51","Azerbaijan",2010,"AZE","Europe & Central Asia","Upper middle income",1.368551660922,0.218480005860329,5,1.0641515366,0.1503014863,0.4642114043,0.1441720575,0.4432305396,5.66435966,5727.4918182708,18.1667255386789,54.3047215353821
"52","Azerbaijan",2011,"AZE","Europe & Central Asia","Upper middle income",1.73182118665393,0.210840001702309,5,2.2212867396,0.273498714,0.442856133,0.2127322853,0.4213676453,7.754004142,7046.9778065124,20.1776045466764,56.4269805307016
"53","Azerbaijan",2012,"AZE","Europe & Central Asia","Upper middle income",8.55945903006787,0.214269995689392,5,2.8768692424,0.4201644957,0.43758443,0.2383350283,0.4305180013,1.006476706,7345.8811051547,22.4551866242143,52.9746801915106
"54","Azerbaijan",2013,"AZE","Europe & Central Asia","Upper middle income",13.7739672073665,0.209690004587173,5,3.5490565984,0.4063981771,0.4118611515,0.4018241763,0.454223901,2.4235634546,7713.4247963052,25.7938881440995,48.4158330755216
"55","Azerbaijan",2014,"AZE","Europe & Central Asia","Upper middle income",7.72948174405788,0.209779992699623,5,5.8883778011,0.4019055665,0.4081140459,0.2969045937,0.4704281986,1.4477618503,7723.3282989325,27.4303937533572,43.2735566584935
"56","Azerbaijan",2015,"AZE","Europe & Central Asia","Upper middle income",3.89857196596958,0.222320005297661,5,7.6261989118,0.4825896919,0.4138351977,0.2109373212,0.4927938282,4.0483285474,5381.0870762149,27.8253034203751,37.7947774917249
"57","Azerbaijan",2016,"AZE","Europe & Central Asia","Upper middle income",2.8122107826307,0.206369996070862,5,11.8836960029,0.485188514,0.4301112294,0.2204918414,0.550927639,12.4384249279,3795.7162876048,25.0345882181606,46.4276493913136
"58","Azerbaijan",2017,"AZE","Europe & Central Asia","Upper middle income",3.30108206443938,0.184679999947548,5,7.015503496,0.5755987167,0.3765696287,0.1048510969,0.5381999016,12.8444998124,4057.6240070529,23.8172078171339,48.547864732761
"59","Azerbaijan",2018,"AZE","Europe & Central Asia","Upper middle income",4.34552506108911,0.184159994125366,5,2.9779795527,0.5440150499,0.3806554675,0.1267079562,0.440091908,2.3343620724,4640.470544109,20.6940768116666,54.0922938620586
"60","Azerbaijan",2019,"AZE","Europe & Central Asia","Upper middle income",4.95159340426308,0.200130000710487,5,3.1217931968,0.5491119623,0.3780446351,0.1498920619,0.4380009472,2.7122301004,4707.8469786301,21.1295517984961,49.0506275016423
"61","Belgium",2008,"BEL","Europe & Central Asia","High income",8.94379650936199,1.93684005737305,6,-2.6894617119,0.6399931312,1,0.732730329,0.7282034755,4.4884595737,48033.5836242579,24.1181419052712,80.8806199752035
"62","Belgium",2009,"BEL","Europe & Central Asia","High income",11.355832517814,1.99860000610352,6,13.388359255,0.5193137527,0.9746003151,0.7558501363,0.7298972607,-0.005555679,44560.788065762,22.7845014096345,68.8340037082276
"63","Belgium",2010,"BEL","Europe & Central Asia","High income",9.26259212516684,2.06188011169434,6,11.9727888039,0.6392369866,0.9765024185,0.778424263,0.6962015629,2.3335148289,44213.4558564252,22.1230869298103,75.8500644792464
"64","Belgium",2011,"BEL","Europe & Central Asia","High income",8.67392750332438,2.17332005500793,6,15.9508397109,0.6618186831,0.949467361,0.7859039903,0.6810392141,3.352046301,47705.1642397591,23.0103748246525,80.6973629124622
"65","Belgium",2012,"BEL","Europe & Central Asia","High income",8.94089631117732,2.28114008903503,6,2.3520430904,0.8975965381,0.9648300409,0.7525267005,0.6814838648,2.6255515865,44980.0569332233,22.9618874566356,80.4044905064987
"66","Belgium",2013,"BEL","Europe & Central Asia","High income",10.6391694140643,2.33072996139526,6,4.5812968408,0.9347337484,0.9542546272,0.7955041528,0.6730437279,1.247965274,46981.0537942014,22.1730044797394,79.3243484015476
"67","Belgium",2014,"BEL","Europe & Central Asia","High income",11.9385860860968,2.37001991271973,6,-0.655703933,0.8610475063,0.9488233924,0.7996848226,0.6546338797,0.4904042549,47838.5369152802,22.8058430290769,79.801009073623
"68","Belgium",2015,"BEL","Europe & Central Asia","High income",12.3344590113891,2.42816996574402,6,6.1303297396,0.8750133514,0.9677485824,0.8020995855,0.6456952095,0.619824316,41086.1691175835,22.9634217691613,77.8052821516798
"69","Belgium",2016,"BEL","Europe & Central Asia","High income",13.3305118312538,2.52338004112244,6,12.4527487485,0.8744880557,0.9683938026,0.80020082,0.6610474586,1.7700177002,42038.2153425886,23.2777544361549,79.4296154739536
"70","Belgium",2017,"BEL","Europe & Central Asia","High income",11.4912824414212,2.66666007041931,6,-0.1408823003,0.9132009745,0.856916368,0.7738766074,0.6981827617,2.224646012,44162.256255538,23.2785028022688,83.1824102499921
"71","Belgium",2018,"BEL","Europe & Central Asia","High income",11.7053410060459,2.86031007766724,6,6.5737154679,0.9225022197,0.8828399181,0.7761095762,0.700992465,2.3108052253,47455.5233195778,23.6226738438451,83.0796294670067
"72","Belgium",2019,"BEL","Europe & Central Asia","High income",14.1411500865747,3.16000008583069,6,0.3272959175,0.9026170373,0.8824851513,0.7690576911,0.7207827568,1.2486259477,46551.2107434748,24.2797689310449,82.4025530403535
"73","Brazil",2008,"BRA","Latin America & Caribbean","Upper middle income",12.7577247617512,1.12904000282288,7,2.6569574397,0.3544348776,0.5692269206,0.7050887942,0.6184841394,5.6782982845,8801.7592235759,19.3853295545427,13.5340005124035
"74","Brazil",2009,"BRA","Latin America & Caribbean","Upper middle income",14.7582206485491,1.11865997314453,7,1.5566069396,0.2880525589,0.5412489176,0.7293198705,0.6599717736,4.8881032523,8569.9008914303,19.1019580422444,10.851371134098
"75","Brazil",2010,"BRA","Latin America & Caribbean","Upper middle income",12.5894529026096,1.15991997718811,7,3.517091076,0.3023945689,0.5534142256,0.7132169604,0.6486145258,5.039051692,11249.2937410718,20.5346736451538,10.8655847746965
"76","Brazil",2011,"BRA","Latin America & Caribbean","Upper middle income",11.1404999922466,1.13966000080109,7,3.7238514602,0.3990719914,0.5260555744,0.6925160289,0.6644737124,6.6363634894,13200.5581661879,20.6089642037647,11.5825126759958
"77","Brazil",2012,"BRA","Latin America & Caribbean","Upper middle income",11.8872133264759,1.12683999538422,7,3.3286909048,0.3933045864,0.5359232426,0.642363131,0.691570878,5.4036327971,12327.5155558345,20.7167127811147,11.8775390673678
"78","Brazil",2013,"BRA","Latin America & Caribbean","Upper middle income",11.9697168242237,1.19567000865936,7,2.3895536367,0.3830358684,0.5082467794,0.7053061128,0.7016587853,6.2042191146,12258.5648491717,20.9119218796392,11.7422306432624
"79","Brazil",2014,"BRA","Latin America & Caribbean","Upper middle income",12.3710552617293,1.26970994472504,7,2.5995418682,0.3726863861,0.5000882149,0.6581305265,0.6843395829,6.3291852524,12071.4046547481,19.8730289016021,11.0119428225147
"80","Brazil",2015,"BRA","Latin America & Caribbean","Upper middle income",14.485714883982,1.37092995643616,7,2.772224744,0.3717651665,0.5340701342,0.6719977856,0.6773024201,9.0301501629,8783.2144131072,17.8358070425117,12.9001914177405
"81","Brazil",2016,"BRA","Latin America & Caribbean","Upper middle income",15.999958400192,1.28637003898621,7,2.9905098315,0.5030936599,0.5437368751,0.6865667105,0.6846703887,8.7395508036,8680.7354205483,15.5243273266289,12.4666790443888
"82","Brazil",2017,"BRA","Latin America & Caribbean","Upper middle income",14.3117190041583,1.11749994754791,7,3.2267726422,0.4007260501,0.4938254058,0.6641855836,0.6937371492,3.4463070465,9896.7175109967,14.5589865186724,12.5189678700669
"83","Brazil",2018,"BRA","Latin America & Caribbean","Upper middle income",14.7439120323979,1.16769003868103,7,3.1196909015,0.4559251368,0.4965692163,0.6576409936,0.6810412407,3.6646764897,9121.0200924996,15.0969119596536,14.6349994952986
"84","Brazil",2019,"BRA","Latin America & Caribbean","Upper middle income",14.0664586517771,1.20802998542786,7,3.4668895074,0.5417196751,0.4962419569,0.6330143213,0.6974382997,3.7330402686,8883.9030922418,15.4711697478364,14.1229191903622
"85","Bulgaria",2008,"BGR","Europe & Central Asia","Upper middle income",6.97008699611227,0.447659999132156,8,18.1032740435,0.6126799583,0.6251726747,0.4994637668,0.6950618625,11.9503546099,7093.012839016,32.9796200804236,52.4776590469711
"86","Bulgaria",2009,"BGR","Europe & Central Asia","Upper middle income",8.66205735683869,0.493380010128021,8,6.507311983,0.4886744618,0.6280158758,0.5667098761,0.7444111109,2.4685155047,6814.0987786597,27.7810139493655,42.2188500872454
"87","Bulgaria",2010,"BGR","Europe & Central Asia","Upper middle income",8.40070161433491,0.563069999217987,8,3.0565442958,0.5827316642,0.624381721,0.5591594577,0.7331299782,3.0390244422,6675.5189779093,22.1851660809403,50.1076362184687
"88","Bulgaria",2011,"BGR","Europe & Central Asia","Upper middle income",7.80911607254197,0.529510021209717,8,3.5580064088,0.69777596,0.6080006361,0.61378932,0.7224884629,3.3869899859,7646.6820867897,20.8397318361964,58.802948250642
"89","Bulgaria",2012,"BGR","Europe & Central Asia","Upper middle income",8.04178568530275,0.600359976291656,8,3.1256364783,0.6855288744,0.6207541227,0.5992333889,0.717718184,2.3904820989,7251.1452909715,21.1216538798867,60.3537392445518
"90","Bulgaria",2013,"BGR","Europe & Central Asia","Upper middle income",8.28438930158745,0.634329974651337,8,3.2927752377,0.6796892285,0.6003076434,0.6553527117,0.7141911387,0.3850401165,7510.4471931322,21.1855209429947,64.5816957844561
"91","Bulgaria",2014,"BGR","Europe & Central Asia","Upper middle income",7.56472413588559,0.790050029754639,8,0.808608188,0.64616853,0.6028105617,0.6181082726,0.6922819614,-1.600451709,7743.0228116627,21.0602039320097,64.6008871673555
"92","Bulgaria",2015,"BGR","Europe & Central Asia","Upper middle income",8.4306074564508,0.949169993400574,8,4.3664086719,0.6470362544,0.6223954558,0.6370070577,0.6522995234,-1.0675029928,6947.6350342756,20.8531742078982,63.8000873997926
"93","Bulgaria",2016,"BGR","Europe & Central Asia","Upper middle income",8.9774897584043,0.769760012626648,8,1.928100366,0.6473677754,0.6323328614,0.658870399,0.6391861439,-1.3220264405,7445.8759803675,18.4025407731678,63.8704805492615
"94","Bulgaria",2017,"BGR","Europe & Central Asia","Upper middle income",9.62998948506664,0.739950001239777,8,3.0638923952,0.7030958533,0.5522785187,0.6131376624,0.6533188224,1.1877254854,8242.4557709126,18.2935378026306,66.9945956439964
"95","Bulgaria",2018,"BGR","Europe & Central Asia","Upper middle income",10.3687023369044,0.753790020942688,8,1.721793524,0.7076740265,0.5375472903,0.6206440926,0.6407614946,2.632000641,9323.8529261709,18.7548384417314,65.6958529144087
"96","Bulgaria",2019,"BGR","Europe & Central Asia","Upper middle income",10.8470076373142,0.832369983196259,8,2.6631406392,0.6768107414,0.5355136991,0.6365174651,0.6530218124,2.457160701,9771.5561050257,18.6084277493725,63.9339174577794
"97","Canada",2008,"CAN","North America","High income",15.1806044782674,1.85578000545502,9,3.9636315577,0.6067580581,0.8488045931,0.7371683717,0.8533489704,2.3705697622,46748.9650179427,23.4690170424371,34.3950055520687
"98","Canada",2009,"CAN","North America","High income",17.8697671747598,1.9174200296402,9,1.6513365481,0.6320403218,0.8351504207,0.7555857897,0.8816048503,0.2988816043,40918.8506604706,22.3069697467248,28.5158343165743
"99","Canada",2010,"CAN","North America","High income",15.499592108572,1.82527995109558,9,1.7560765979,0.6495224237,0.8314169645,0.7533739805,0.8653077483,1.7774592993,47617.91113651,23.4612369646456,29.1673819330319
"100","Canada",2011,"CAN","North America","High income",14.7112977474608,1.78714001178741,9,2.2126603045,0.6726831794,0.805103898,0.7533091903,0.8572067022,2.9115543459,52233.3415561157,23.5104953995433,30.6783919173107
"101","Canada",2012,"CAN","North America","High income",15.6152845157552,1.77232003211975,9,2.3574863057,0.7493932843,0.8130561113,0.7219020724,0.8556243777,1.5159605533,52712.2033030208,24.4941864760659,30.3530255225878
"102","Canada",2013,"CAN","North America","High income",15.4918423383053,1.70539999008179,9,3.7553050081,0.7542029023,0.7913229465,0.7586240172,0.8498074412,0.9385658517,52681.4641397617,24.1872120842224,30.3319386683867
"103","Canada",2014,"CAN","North America","High income",14.6652465341592,1.71416997909546,9,3.2716433996,0.7033610344,0.7840122581,0.7356924415,0.8355541825,1.9060879194,50940.6604337491,24.3893293738975,31.7365758733408
"104","Canada",2015,"CAN","North America","High income",14.8280476590736,1.69324004650116,9,2.8169886424,0.7868013978,0.7771750093,0.7393845916,0.8295218945,1.1257770178,43549.8504235999,23.8505819310485,31.8499609634443
"105","Canada",2016,"CAN","North America","High income",14.0988772228519,1.72872996330261,9,2.3592997699,0.780683279,0.7898727059,0.7440600991,0.83551687,1.428492419,42317.7861129982,22.7723764559748,31.5025724093362
"106","Canada",2017,"CAN","North America","High income",14.3483562041087,1.68579995632172,9,1.3802112236,0.889652133,0.6958087087,0.7114840746,0.8628541231,1.5968841285,45125.1098082187,22.6963325471202,31.4544101509781
"107","Canada",2018,"CAN","North America","High income",15.421878947262,1.67917001247406,9,2.1872234675,0.8677067757,0.7105275393,0.7057330012,0.8585573435,2.2679700978,46493.6911961323,22.5147069874293,32.2801824238976
"108","Canada",2019,"CAN","North America","High income",16.10018141023,1.59162998199463,9,2.8796777643,0.8936824799,0.7093759179,0.7019382119,0.8646011949,1.9492738955,46411.963246769,22.2780399204948,31.9085326228511
"109","Chile",2008,"CHL","Latin America & Caribbean","High income",6.55897883903695,0.374969989061356,10,8.6385678247,0.4914358854,0.5988202691,0.3417340815,0.770336926,8.7225264853,10781.6759392347,26.8810652987094,41.1625607908506
"110","Chile",2009,"CHL","Latin America & Caribbean","High income",6.60527532521949,0.352019995450974,10,8.2176805832,0.4562963545,0.6053821445,0.4072511792,0.8336749077,1.4993058769,10240.8912464749,24.120315603988,37.1156347956622
"111","Chile",2010,"CHL","Latin America & Caribbean","High income",6.23892525300264,0.329470008611679,10,6.8789977326,0.5712558031,0.6050804257,0.3796267807,0.8211236596,1.4068178562,12852.0044384809,23.0154606048291,37.9039943184925
"112","Chile",2011,"CHL","Latin America & Caribbean","High income",5.12051860087696,0.351440012454987,10,8.9726198075,0.5893173218,0.5735695362,0.4134205282,0.8058335781,3.3359452273,14688.3815050903,24.7203922133279,37.6897802745556
"113","Chile",2012,"CHL","Latin America & Caribbean","High income",5.43613634434484,0.362199991941452,10,12.0774391083,0.4151439667,0.5920965672,0.3493847847,0.8113604784,2.9995276334,15403.4047730614,26.752662405916,33.8455905043953
"114","Chile",2013,"CHL","Latin America & Caribbean","High income",6.69190367395774,0.388700008392334,10,7.6359207561,0.5640993714,0.5811707377,0.4422478974,0.8118206263,1.7885806008,15898.6600604734,26.34868280762,32.0874635891944
"115","Chile",2014,"CHL","Latin America & Caribbean","High income",7.08887292074942,0.375030010938644,10,9.2232551661,0.5374510884,0.5816611052,0.4159704745,0.7983083725,4.7153816056,14730.595299167,25.4735403210909,33.0039029664558
"116","Chile",2015,"CHL","Latin America & Caribbean","High income",6.71371156201804,0.380730003118515,10,6.8402210437,0.5908836722,0.6069886088,0.4170568883,0.7968193889,4.3490568174,13649.5463214646,25.4703710407364,29.1910794903941
"117","Chile",2016,"CHL","Latin America & Caribbean","High income",8.42102263237134,0.369340002536774,10,4.9922850224,0.5960243344,0.6026639342,0.4314770103,0.8039821982,3.7891036144,13848.8062409701,24.129197616703,27.9231581098269
"118","Chile",2017,"CHL","Latin America & Caribbean","High income",7.09873836832882,0.355930000543594,10,1.4668522361,0.514324367,0.5355793238,0.3921810687,0.8342708349,2.1829358815,15081.9891315497,22.2576646322342,28.331376834172
"119","Chile",2018,"CHL","Latin America & Caribbean","High income",6.9108229455209,0.366470009088516,10,3.4774374869,0.651083529,0.5584314466,0.3676095307,0.8350065351,2.3194425971,15795.7081412541,23.0497926473746,28.5290447397614
"120","Chile",2019,"CHL","Latin America & Caribbean","High income",7.63271462272043,0.340950012207031,10,5.4515549316,0.5955150127,0.5589154959,0.354598105,0.849226594,2.2508649481,14631.9464082694,24.5532014352339,27.8341315902738
"121","China",2008,"CHN","East Asia & Pacific","Upper middle income",29.3636567240237,1.44591999053955,11,2.3575082471,0.2531004548,0.3672845364,0.7546975613,0.8200747371,5.8995283372,3453.958673727,39.0611780866356,32.6027140173977
"122","China",2009,"CHN","East Asia & Pacific","Upper middle income",31.9377905496789,1.66480004787445,11,1.8437990316,0.2175281048,0.3746098578,0.7663540244,0.837584734,-0.6998939555,3809.7209521994,43.8115710188599,24.7498559389096
